Hypothesis File: output_preprocessing.tgt_after_adding_sentence_id
Reference File: post_edition_after_tokenizing_lowercasing.tgt_after_adding_sentence_id
Ave-Reference File: 
            Sent Id |  Ins |  Del |  Sub | Shft | WdSh |  NumEr |  AvNumWd |      TER
(id_TEST_WMT_9462):0 |    1 |    1 |    5 |    1 |    1 |    8.0 |   23.000 |   34.783
(id_TEST_WMT_9463):0 |    2 |    0 |    2 |    2 |    2 |    6.0 |   20.000 |   30.000
(id_TEST_WMT_9464):0 |   17 |    0 |    5 |    4 |    5 |   26.0 |   30.000 |   86.667
(id_TEST_WMT_9465):0 |    0 |    0 |    3 |    0 |    0 |    3.0 |   22.000 |   13.636
(id_TEST_WMT_9466):0 |    2 |    1 |    7 |    0 |    0 |   10.0 |   39.000 |   25.641
(id_TEST_WMT_9467):0 |    2 |    3 |    2 |    0 |    0 |    7.0 |   20.000 |   35.000
(id_TEST_WMT_9468):0 |    0 |    2 |    3 |    1 |    2 |    6.0 |   17.000 |   35.294
(id_TEST_WMT_9469):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   13.000 |    0.000
(id_TEST_WMT_9470):0 |    0 |    1 |    2 |    0 |    0 |    3.0 |    6.000 |   50.000
(id_TEST_WMT_9471):0 |    2 |    1 |    3 |    1 |    1 |    7.0 |   27.000 |   25.926
(id_TEST_WMT_9472):0 |    0 |    0 |    5 |    0 |    0 |    5.0 |   17.000 |   29.412
(id_TEST_WMT_9473):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    6.000 |    0.000
(id_TEST_WMT_9474):0 |    0 |    1 |    3 |    0 |    0 |    4.0 |   21.000 |   19.048
(id_TEST_WMT_9475):0 |    1 |    4 |    3 |    0 |    0 |    8.0 |   22.000 |   36.364
(id_TEST_WMT_9476):0 |    2 |    3 |    3 |    1 |    1 |    9.0 |   18.000 |   50.000
(id_TEST_WMT_9477):0 |    3 |    0 |    3 |    0 |    0 |    6.0 |   16.000 |   37.500
(id_TEST_WMT_9478):0 |    1 |    3 |    1 |    0 |    0 |    5.0 |   13.000 |   38.462
(id_TEST_WMT_9479):0 |    0 |    1 |    4 |    0 |    0 |    5.0 |   35.000 |   14.286
(id_TEST_WMT_9480):0 |    2 |    0 |    4 |    0 |    0 |    6.0 |   16.000 |   37.500
(id_TEST_WMT_9481):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   20.000 |   10.000
(id_TEST_WMT_9482):0 |    2 |    0 |    4 |    1 |    1 |    7.0 |   25.000 |   28.000
(id_TEST_WMT_9483):0 |    7 |    0 |    7 |    4 |    4 |   18.0 |   30.000 |   60.000
(id_TEST_WMT_9484):0 |    0 |    1 |    1 |    0 |    0 |    2.0 |   19.000 |   10.526
(id_TEST_WMT_9485):0 |    0 |    1 |    0 |    0 |    0 |    1.0 |    8.000 |   12.500
(id_TEST_WMT_9486):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    7.000 |    0.000
(id_TEST_WMT_9487):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   43.000 |    2.326
(id_TEST_WMT_9488):0 |    0 |    0 |    3 |    1 |    1 |    4.0 |    5.000 |   80.000
(id_TEST_WMT_9489):0 |    1 |    0 |    2 |    0 |    0 |    3.0 |   22.000 |   13.636
(id_TEST_WMT_9490):0 |    1 |    0 |    2 |    0 |    0 |    3.0 |   11.000 |   27.273
(id_TEST_WMT_9491):0 |    1 |    1 |    2 |    0 |    0 |    4.0 |   11.000 |   36.364
(id_TEST_WMT_9492):0 |    0 |    1 |    0 |    0 |    0 |    1.0 |    9.000 |   11.111
(id_TEST_WMT_9493):0 |    0 |    0 |    4 |    0 |    0 |    4.0 |   17.000 |   23.529
(id_TEST_WMT_9494):0 |    1 |    0 |    0 |    0 |    0 |    1.0 |   22.000 |    4.545
(id_TEST_WMT_9495):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    8.000 |    0.000
(id_TEST_WMT_9496):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    8.000 |    0.000
(id_TEST_WMT_9497):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |    6.000 |   33.333
(id_TEST_WMT_9498):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   17.000 |    5.882
(id_TEST_WMT_9499):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   45.000 |    2.222
(id_TEST_WMT_9500):0 |    1 |    0 |    4 |    0 |    0 |    5.0 |   30.000 |   16.667
(id_TEST_WMT_9501):0 |    2 |    1 |    0 |    0 |    0 |    3.0 |   27.000 |   11.111
(id_TEST_WMT_9502):0 |    0 |    1 |    4 |    0 |    0 |    5.0 |   11.000 |   45.455
(id_TEST_WMT_9503):0 |    1 |    0 |    4 |    0 |    0 |    5.0 |   53.000 |    9.434
(id_TEST_WMT_9504):0 |    1 |    0 |    7 |    0 |    0 |    8.0 |   24.000 |   33.333
(id_TEST_WMT_9505):0 |   14 |    0 |    3 |    1 |    1 |   18.0 |   17.000 |  105.882
(id_TEST_WMT_9506):0 |    1 |    0 |    3 |    0 |    0 |    4.0 |    6.000 |   66.667
(id_TEST_WMT_9507):0 |    0 |    7 |    2 |    0 |    0 |    9.0 |   35.000 |   25.714
(id_TEST_WMT_9508):0 |    2 |    0 |    1 |    0 |    0 |    3.0 |   38.000 |    7.895
(id_TEST_WMT_9509):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   10.000 |   10.000
(id_TEST_WMT_9510):0 |    3 |    0 |    4 |    1 |    1 |    8.0 |   23.000 |   34.783
(id_TEST_WMT_9511):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   25.000 |    0.000
(id_TEST_WMT_9512):0 |    2 |    0 |    1 |    1 |    1 |    4.0 |   18.000 |   22.222
(id_TEST_WMT_9513):0 |    1 |    1 |    8 |    1 |    1 |   11.0 |   16.000 |   68.750
(id_TEST_WMT_9514):0 |    0 |    1 |    0 |    0 |    0 |    1.0 |    7.000 |   14.286
(id_TEST_WMT_9515):0 |    0 |    9 |    6 |    0 |    0 |   15.0 |   21.000 |   71.429
(id_TEST_WMT_9516):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   10.000 |   10.000
(id_TEST_WMT_9517):0 |    2 |    1 |    8 |    1 |    1 |   12.0 |   45.000 |   26.667
(id_TEST_WMT_9518):0 |    0 |    0 |    2 |    1 |    1 |    3.0 |   19.000 |   15.789
(id_TEST_WMT_9519):0 |    2 |    0 |    6 |    0 |    0 |    8.0 |   28.000 |   28.571
(id_TEST_WMT_9520):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   29.000 |    6.897
(id_TEST_WMT_9521):0 |    3 |    0 |    8 |    2 |    2 |   13.0 |   12.000 |  108.333
(id_TEST_WMT_9522):0 |    3 |    3 |    5 |    1 |    1 |   12.0 |   28.000 |   42.857
(id_TEST_WMT_9523):0 |    0 |    1 |    6 |    0 |    0 |    7.0 |   34.000 |   20.588
(id_TEST_WMT_9524):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   38.000 |    2.632
(id_TEST_WMT_9525):0 |    1 |    6 |   15 |    3 |    3 |   25.0 |   46.000 |   54.348
(id_TEST_WMT_9526):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   11.000 |    9.091
(id_TEST_WMT_9527):0 |    1 |    0 |    0 |    0 |    0 |    1.0 |   10.000 |   10.000
(id_TEST_WMT_9528):0 |    1 |    0 |    2 |    0 |    0 |    3.0 |   13.000 |   23.077
(id_TEST_WMT_9529):0 |    1 |    2 |    8 |    3 |    4 |   14.0 |   47.000 |   29.787
(id_TEST_WMT_9530):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   13.000 |    7.692
(id_TEST_WMT_9531):0 |    1 |   17 |   14 |    2 |    2 |   34.0 |   59.000 |   57.627
(id_TEST_WMT_9532):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   10.000 |    0.000
(id_TEST_WMT_9533):0 |    0 |    1 |    4 |    0 |    0 |    5.0 |   26.000 |   19.231
(id_TEST_WMT_9534):0 |    1 |    2 |    6 |    0 |    0 |    9.0 |   30.000 |   30.000
(id_TEST_WMT_9535):0 |    0 |    2 |    1 |    0 |    0 |    3.0 |   18.000 |   16.667
(id_TEST_WMT_9536):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   17.000 |    0.000
(id_TEST_WMT_9537):0 |    1 |    0 |    4 |    1 |    1 |    6.0 |   27.000 |   22.222
(id_TEST_WMT_9538):0 |    0 |    0 |    3 |    0 |    0 |    3.0 |   21.000 |   14.286
(id_TEST_WMT_9539):0 |    3 |    0 |    6 |    2 |    2 |   11.0 |   56.000 |   19.643
(id_TEST_WMT_9540):0 |    0 |    0 |    4 |    0 |    0 |    4.0 |    8.000 |   50.000
(id_TEST_WMT_9541):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   15.000 |    0.000
(id_TEST_WMT_9542):0 |    3 |    4 |    7 |    1 |    1 |   15.0 |   40.000 |   37.500
(id_TEST_WMT_9543):0 |    0 |    9 |    6 |    1 |    1 |   16.0 |   25.000 |   64.000
(id_TEST_WMT_9544):0 |    0 |    2 |    2 |    0 |    0 |    4.0 |   31.000 |   12.903
(id_TEST_WMT_9545):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    6.000 |    0.000
(id_TEST_WMT_9546):0 |    0 |    0 |    3 |    1 |    1 |    4.0 |   24.000 |   16.667
(id_TEST_WMT_9547):0 |    0 |    0 |    4 |    0 |    0 |    4.0 |   11.000 |   36.364
(id_TEST_WMT_9548):0 |    0 |    1 |    1 |    2 |    2 |    4.0 |    8.000 |   50.000
(id_TEST_WMT_9549):0 |    2 |    0 |    1 |    0 |    0 |    3.0 |   13.000 |   23.077
(id_TEST_WMT_9550):0 |    1 |    2 |    2 |    0 |    0 |    5.0 |   32.000 |   15.625
(id_TEST_WMT_9551):0 |    0 |    0 |    2 |    0 |    0 |    2.0 |   17.000 |   11.765
(id_TEST_WMT_9552):0 |    1 |    1 |    4 |    1 |    1 |    7.0 |   40.000 |   17.500
(id_TEST_WMT_9553):0 |    1 |    2 |    2 |    0 |    0 |    5.0 |   19.000 |   26.316
(id_TEST_WMT_9554):0 |    2 |    5 |    3 |    0 |    0 |   10.0 |   32.000 |   31.250
(id_TEST_WMT_9555):0 |    1 |    8 |    3 |    0 |    0 |   12.0 |   47.000 |   25.532
(id_TEST_WMT_9556):0 |    1 |    1 |    2 |    1 |    1 |    5.0 |   26.000 |   19.231
(id_TEST_WMT_9557):0 |    0 |    0 |    2 |    0 |    0 |    2.0 |   21.000 |    9.524
(id_TEST_WMT_9558):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   30.000 |    0.000
(id_TEST_WMT_9559):0 |    0 |    1 |    1 |    0 |    0 |    2.0 |   22.000 |    9.091
(id_TEST_WMT_9560):0 |    6 |    0 |    4 |    1 |    1 |   11.0 |   19.000 |   57.895
(id_TEST_WMT_9561):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    8.000 |    0.000
(id_TEST_WMT_9562):0 |    0 |    2 |    4 |    1 |    1 |    7.0 |   55.000 |   12.727
(id_TEST_WMT_9563):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   27.000 |    3.704
(id_TEST_WMT_9564):0 |    2 |    0 |    3 |    0 |    0 |    5.0 |   45.000 |   11.111
(id_TEST_WMT_9565):0 |    0 |    1 |    4 |    1 |    1 |    6.0 |   27.000 |   22.222
(id_TEST_WMT_9566):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   11.000 |   18.182
(id_TEST_WMT_9567):0 |    1 |    1 |    1 |    0 |    0 |    3.0 |    9.000 |   33.333
(id_TEST_WMT_9568):0 |    2 |    5 |    2 |    2 |    2 |   11.0 |   36.000 |   30.556
(id_TEST_WMT_9569):0 |    2 |    0 |    6 |    1 |    1 |    9.0 |   18.000 |   50.000
(id_TEST_WMT_9570):0 |    0 |    1 |    1 |    1 |    1 |    3.0 |    9.000 |   33.333
(id_TEST_WMT_9571):0 |    0 |    2 |    1 |    0 |    0 |    3.0 |   11.000 |   27.273
(id_TEST_WMT_9572):0 |    2 |    0 |    4 |    0 |    0 |    6.0 |   32.000 |   18.750
(id_TEST_WMT_9573):0 |    1 |    3 |   14 |    4 |    4 |   22.0 |   82.000 |   26.829
(id_TEST_WMT_9574):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   11.000 |    9.091
(id_TEST_WMT_9575):0 |    2 |    3 |   11 |    0 |    0 |   16.0 |   34.000 |   47.059
(id_TEST_WMT_9576):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   16.000 |   12.500
(id_TEST_WMT_9577):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   13.000 |    0.000
(id_TEST_WMT_9578):0 |    0 |    3 |    7 |    3 |    4 |   13.0 |   32.000 |   40.625
(id_TEST_WMT_9579):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |    8.000 |   25.000
(id_TEST_WMT_9580):0 |    0 |    2 |    0 |    0 |    0 |    2.0 |   15.000 |   13.333
(id_TEST_WMT_9581):0 |    1 |    0 |    1 |    1 |    1 |    3.0 |   15.000 |   20.000
(id_TEST_WMT_9582):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    9.000 |    0.000
(id_TEST_WMT_9583):0 |    5 |    2 |    4 |    1 |    1 |   12.0 |   37.000 |   32.432
(id_TEST_WMT_9584):0 |    1 |    0 |    2 |    3 |    3 |    6.0 |   32.000 |   18.750
(id_TEST_WMT_9585):0 |    1 |    0 |    5 |    0 |    0 |    6.0 |   17.000 |   35.294
(id_TEST_WMT_9586):0 |    2 |    0 |    4 |    0 |    0 |    6.0 |   18.000 |   33.333
(id_TEST_WMT_9587):0 |    0 |    3 |    0 |    0 |    0 |    3.0 |   29.000 |   10.345
(id_TEST_WMT_9588):0 |    0 |    1 |    0 |    0 |    0 |    1.0 |    7.000 |   14.286
(id_TEST_WMT_9589):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    7.000 |    0.000
(id_TEST_WMT_9590):0 |    0 |    5 |    5 |    0 |    0 |   10.0 |   21.000 |   47.619
(id_TEST_WMT_9591):0 |    1 |    0 |    5 |    0 |    0 |    6.0 |   11.000 |   54.545
(id_TEST_WMT_9592):0 |    0 |    1 |    2 |    0 |    0 |    3.0 |   12.000 |   25.000
(id_TEST_WMT_9593):0 |    3 |    0 |    1 |    1 |    1 |    5.0 |   61.000 |    8.197
(id_TEST_WMT_9594):0 |    3 |    1 |    7 |    1 |    1 |   12.0 |   18.000 |   66.667
(id_TEST_WMT_9595):0 |    0 |    1 |    9 |    0 |    0 |   10.0 |   34.000 |   29.412
(id_TEST_WMT_9596):0 |    0 |    2 |    1 |    0 |    0 |    3.0 |   16.000 |   18.750
(id_TEST_WMT_9597):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    9.000 |    0.000
(id_TEST_WMT_9598):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   13.000 |    0.000
(id_TEST_WMT_9599):0 |    1 |    3 |   11 |    5 |    5 |   20.0 |   38.000 |   52.632
(id_TEST_WMT_9600):0 |    0 |    0 |    5 |    1 |    1 |    6.0 |   12.000 |   50.000
(id_TEST_WMT_9601):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    7.000 |    0.000
(id_TEST_WMT_9602):0 |    1 |    0 |    5 |    0 |    0 |    6.0 |    6.000 |  100.000
(id_TEST_WMT_9603):0 |    0 |    0 |    2 |    0 |    0 |    2.0 |   34.000 |    5.882
(id_TEST_WMT_9604):0 |    0 |    2 |    2 |    3 |    6 |    7.0 |   29.000 |   24.138
(id_TEST_WMT_9605):0 |    0 |    1 |    2 |    0 |    0 |    3.0 |   12.000 |   25.000
(id_TEST_WMT_9606):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   24.000 |    8.333
(id_TEST_WMT_9607):0 |    3 |    0 |   18 |    4 |    4 |   25.0 |   61.000 |   40.984
(id_TEST_WMT_9608):0 |    5 |    0 |    5 |    0 |    0 |   10.0 |    8.000 |  125.000
(id_TEST_WMT_9609):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   28.000 |    7.143
(id_TEST_WMT_9610):0 |    1 |    0 |    3 |    1 |    1 |    5.0 |   29.000 |   17.241
(id_TEST_WMT_9611):0 |    0 |    2 |    1 |    1 |    1 |    4.0 |   10.000 |   40.000
(id_TEST_WMT_9612):0 |    0 |    1 |    0 |    0 |    0 |    1.0 |   12.000 |    8.333
(id_TEST_WMT_9613):0 |    0 |    0 |    3 |    0 |    0 |    3.0 |   23.000 |   13.043
(id_TEST_WMT_9614):0 |    3 |    1 |    1 |    0 |    0 |    5.0 |   43.000 |   11.628
(id_TEST_WMT_9615):0 |    1 |    2 |    9 |    2 |    3 |   14.0 |   20.000 |   70.000
(id_TEST_WMT_9616):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   14.000 |    7.143
(id_TEST_WMT_9617):0 |    0 |    3 |    2 |    0 |    0 |    5.0 |   13.000 |   38.462
(id_TEST_WMT_9618):0 |    0 |    1 |    2 |    0 |    0 |    3.0 |    9.000 |   33.333
(id_TEST_WMT_9619):0 |    0 |    1 |    3 |    1 |    1 |    5.0 |   20.000 |   25.000
(id_TEST_WMT_9620):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   22.000 |    0.000
(id_TEST_WMT_9621):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    6.000 |    0.000
(id_TEST_WMT_9622):0 |    0 |    1 |    8 |    1 |    1 |   10.0 |   43.000 |   23.256
(id_TEST_WMT_9623):0 |    1 |    2 |    4 |    0 |    0 |    7.0 |   19.000 |   36.842
(id_TEST_WMT_9624):0 |    0 |    0 |    2 |    0 |    0 |    2.0 |   32.000 |    6.250
(id_TEST_WMT_9625):0 |    2 |    0 |    3 |    0 |    0 |    5.0 |   15.000 |   33.333
(id_TEST_WMT_9626):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |    5.000 |   20.000
(id_TEST_WMT_9627):0 |    0 |    4 |    4 |    2 |    5 |   10.0 |   52.000 |   19.231
(id_TEST_WMT_9628):0 |    0 |    1 |    2 |    2 |    3 |    5.0 |   11.000 |   45.455
(id_TEST_WMT_9629):0 |    3 |    0 |    4 |    0 |    0 |    7.0 |    8.000 |   87.500
(id_TEST_WMT_9630):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    7.000 |    0.000
(id_TEST_WMT_9631):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    5.000 |    0.000
(id_TEST_WMT_9632):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   24.000 |    4.167
(id_TEST_WMT_9633):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   18.000 |    5.556
(id_TEST_WMT_9634):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   14.000 |    0.000
(id_TEST_WMT_9635):0 |    0 |    2 |    1 |    1 |    1 |    4.0 |   45.000 |    8.889
(id_TEST_WMT_9636):0 |    0 |    1 |    1 |    0 |    0 |    2.0 |   17.000 |   11.765
(id_TEST_WMT_9637):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   18.000 |    5.556
(id_TEST_WMT_9638):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   10.000 |    0.000
(id_TEST_WMT_9639):0 |    3 |    4 |    4 |    2 |    2 |   13.0 |   39.000 |   33.333
(id_TEST_WMT_9640):0 |    0 |    2 |    3 |    0 |    0 |    5.0 |    9.000 |   55.556
(id_TEST_WMT_9641):0 |    5 |    0 |    1 |    0 |    0 |    6.0 |   17.000 |   35.294
(id_TEST_WMT_9642):0 |    0 |    1 |    1 |    0 |    0 |    2.0 |   19.000 |   10.526
(id_TEST_WMT_9643):0 |    4 |    0 |    4 |    0 |    0 |    8.0 |   16.000 |   50.000
(id_TEST_WMT_9644):0 |    0 |    1 |    6 |    3 |    4 |   10.0 |   14.000 |   71.429
(id_TEST_WMT_9645):0 |    0 |    1 |    1 |    0 |    0 |    2.0 |    7.000 |   28.571
(id_TEST_WMT_9646):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   15.000 |    0.000
(id_TEST_WMT_9647):0 |    2 |    0 |    6 |    0 |    0 |    8.0 |   17.000 |   47.059
(id_TEST_WMT_9648):0 |    3 |    0 |    4 |    0 |    0 |    7.0 |   26.000 |   26.923
(id_TEST_WMT_9649):0 |    0 |    0 |    2 |    0 |    0 |    2.0 |   26.000 |    7.692
(id_TEST_WMT_9650):0 |    0 |    1 |    5 |    2 |    2 |    8.0 |   22.000 |   36.364
(id_TEST_WMT_9651):0 |    0 |    1 |    0 |    0 |    0 |    1.0 |   19.000 |    5.263
(id_TEST_WMT_9652):0 |    0 |    3 |   10 |    2 |    2 |   15.0 |   53.000 |   28.302
(id_TEST_WMT_9653):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    9.000 |    0.000
(id_TEST_WMT_9654):0 |    0 |    0 |    3 |    0 |    0 |    3.0 |   13.000 |   23.077
(id_TEST_WMT_9655):0 |    1 |    0 |    1 |    1 |    1 |    3.0 |   10.000 |   30.000
(id_TEST_WMT_9656):0 |    2 |    0 |    1 |    0 |    0 |    3.0 |    3.000 |  100.000
(id_TEST_WMT_9657):0 |    3 |    1 |    3 |    1 |    1 |    8.0 |   37.000 |   21.622
(id_TEST_WMT_9658):0 |    0 |    2 |    0 |    0 |    0 |    2.0 |    9.000 |   22.222
(id_TEST_WMT_9659):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    4.000 |    0.000
(id_TEST_WMT_9660):0 |    0 |    8 |    8 |    1 |    2 |   17.0 |   65.000 |   26.154
(id_TEST_WMT_9661):0 |    2 |    0 |    4 |    0 |    0 |    6.0 |    7.000 |   85.714
(id_TEST_WMT_9662):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   28.000 |    3.571
(id_TEST_WMT_9663):0 |    0 |    2 |    3 |    0 |    0 |    5.0 |   22.000 |   22.727
(id_TEST_WMT_9664):0 |    1 |    0 |    3 |    0 |    0 |    4.0 |   26.000 |   15.385
(id_TEST_WMT_9665):0 |    4 |    0 |    2 |    0 |    0 |    6.0 |   19.000 |   31.579
(id_TEST_WMT_9666):0 |    2 |    2 |    3 |    0 |    0 |    7.0 |   23.000 |   30.435
(id_TEST_WMT_9667):0 |    0 |    1 |    1 |    1 |    1 |    3.0 |    8.000 |   37.500
(id_TEST_WMT_9668):0 |    1 |    1 |    0 |    0 |    0 |    2.0 |   27.000 |    7.407
(id_TEST_WMT_9669):0 |    2 |    0 |    4 |    0 |    0 |    6.0 |   22.000 |   27.273
(id_TEST_WMT_9670):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   31.000 |    3.226
(id_TEST_WMT_9671):0 |    0 |    1 |   11 |    3 |    4 |   15.0 |   38.000 |   39.474
(id_TEST_WMT_9672):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   14.000 |    0.000
(id_TEST_WMT_9673):0 |    1 |    0 |    0 |    0 |    0 |    1.0 |    8.000 |   12.500
(id_TEST_WMT_9674):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   15.000 |    0.000
(id_TEST_WMT_9675):0 |    7 |    0 |    6 |    0 |    0 |   13.0 |   19.000 |   68.421
(id_TEST_WMT_9676):0 |    7 |    0 |   14 |    5 |   10 |   26.0 |   46.000 |   56.522
(id_TEST_WMT_9677):0 |    2 |    1 |    8 |    1 |    1 |   12.0 |   29.000 |   41.379
(id_TEST_WMT_9678):0 |    0 |    1 |    1 |    0 |    0 |    2.0 |   30.000 |    6.667
(id_TEST_WMT_9679):0 |    0 |    1 |    5 |    0 |    0 |    6.0 |   10.000 |   60.000
(id_TEST_WMT_9680):0 |    2 |    0 |    2 |    0 |    0 |    4.0 |   20.000 |   20.000
(id_TEST_WMT_9681):0 |    0 |    0 |    3 |    0 |    0 |    3.0 |    8.000 |   37.500
(id_TEST_WMT_9682):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   14.000 |    7.143
(id_TEST_WMT_9683):0 |    1 |    0 |    2 |    0 |    0 |    3.0 |   17.000 |   17.647
(id_TEST_WMT_9684):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   35.000 |    2.857
(id_TEST_WMT_9685):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |    7.000 |    0.000
(id_TEST_WMT_9686):0 |    5 |    4 |    3 |    0 |    0 |   12.0 |   49.000 |   24.490
(id_TEST_WMT_9687):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   23.000 |    8.696
(id_TEST_WMT_9688):0 |    1 |    0 |    1 |    0 |    0 |    2.0 |   21.000 |    9.524
(id_TEST_WMT_9689):0 |    4 |    0 |    5 |    0 |    0 |    9.0 |   21.000 |   42.857
(id_TEST_WMT_9690):0 |    4 |    0 |    3 |    1 |    1 |    8.0 |   37.000 |   21.622
(id_TEST_WMT_9691):0 |    0 |    3 |    1 |    0 |    0 |    4.0 |   19.000 |   21.053
(id_TEST_WMT_9692):0 |    0 |    2 |    6 |    1 |    4 |    9.0 |   16.000 |   56.250
(id_TEST_WMT_9693):0 |    2 |    0 |    1 |    0 |    0 |    3.0 |   12.000 |   25.000
(id_TEST_WMT_9694):0 |    3 |    2 |    0 |    0 |    0 |    5.0 |   30.000 |   16.667
(id_TEST_WMT_9695):0 |    2 |    1 |    4 |    3 |    3 |   10.0 |   32.000 |   31.250
(id_TEST_WMT_9696):0 |    0 |    1 |    0 |    0 |    0 |    1.0 |   22.000 |    4.545
(id_TEST_WMT_9697):0 |    2 |    0 |    3 |    1 |    1 |    6.0 |   24.000 |   25.000
(id_TEST_WMT_9698):0 |    5 |    0 |    2 |    1 |    1 |    8.0 |   14.000 |   57.143
(id_TEST_WMT_9699):0 |    1 |    2 |    5 |    0 |    0 |    8.0 |   22.000 |   36.364
(id_TEST_WMT_9700):0 |    0 |    0 |   13 |    2 |    2 |   15.0 |   39.000 |   38.462
(id_TEST_WMT_9701):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |    6.000 |   16.667
(id_TEST_WMT_9702):0 |    0 |    3 |    6 |    2 |    2 |   11.0 |   24.000 |   45.833
(id_TEST_WMT_9703):0 |    1 |    8 |    7 |    4 |    4 |   20.0 |   80.000 |   25.000
(id_TEST_WMT_9704):0 |    1 |    0 |    0 |    0 |    0 |    1.0 |   29.000 |    3.448
(id_TEST_WMT_9705):0 |    5 |    0 |    7 |    3 |    3 |   15.0 |   32.000 |   46.875
(id_TEST_WMT_9706):0 |    5 |    0 |    5 |    1 |    1 |   11.0 |   41.000 |   26.829
(id_TEST_WMT_9707):0 |    2 |    5 |    8 |    0 |    0 |   15.0 |   66.000 |   22.727
(id_TEST_WMT_9708):0 |    0 |    1 |    1 |    2 |    2 |    4.0 |    9.000 |   44.444
(id_TEST_WMT_9709):0 |    0 |    2 |    2 |    1 |    1 |    5.0 |    7.000 |   71.429
(id_TEST_WMT_9710):0 |    0 |    0 |    0 |    0 |    0 |    0.0 |   10.000 |    0.000
(id_TEST_WMT_9711):0 |    0 |    2 |    2 |    0 |    0 |    4.0 |   27.000 |   14.815
(id_TEST_WMT_9712):0 |    4 |    1 |    7 |    0 |    0 |   12.0 |   41.000 |   29.268
(id_TEST_WMT_9713):0 |    3 |    0 |    4 |    0 |    0 |    7.0 |   14.000 |   50.000
(id_TEST_WMT_9714):0 |    0 |    1 |    2 |    0 |    0 |    3.0 |   23.000 |   13.043
(id_TEST_WMT_9715):0 |    2 |    2 |    3 |    2 |    2 |    9.0 |   46.000 |   19.565
(id_TEST_WMT_9716):0 |    0 |    0 |    1 |    0 |    0 |    1.0 |   14.000 |    7.143
(id_TEST_WMT_9717):0 |    0 |    3 |    4 |    0 |    0 |    7.0 |   13.000 |   53.846
